Condition    Stage    Image_n    Probe    index    z    y    x    n_rna    coloc
HS    4-cell    Image_04_191016    B04957    98    427    268    18    10    FALSE
HS    4-cell    Image_04_191016    B04957    99    107    349    18    5    FALSE
HS    4-cell    Image_04_191016    B04957    100    370    405    15    6    FALSE
HS    4-cell    Image_04_191016    B04957    101    65    438    15    5    FALSE
HS    4-cell    Image_04_191016    B04957    102    161    452    18    5    FALSE
HS    4-cell    Image_04_191016    B04957    103    278    613    15    12    TRUE
HS    4-cell    Image_04_191016    B04957    104    332    76    17    6    FALSE
HS    4-cell    Image_04_191016    B04957    105    389    331    18    17    FALSE
HS    4-cell    Image_04_191016    B04957    106    176    657    18    8    TRUE
HS    4-cell    Image_04_191016    B04957    107    212    212    17    5    FALSE
HS    4-cell    Image_04_191016    B04957    108    264    354    17    10    FALSE
HS    4-cell    Image_04_191016    B04957    109    391    357    18    14    FALSE
HS    4-cell    Image_04_191016    B04957    110    368    380    19    13    FALSE
HS    4-cell    Image_04_191016    B04957    111    108    577    18    7    FALSE
HS    4-cell    Image_04_191016    B04957    112    340    93    19    5    FALSE
HS    4-cell    Image_04_191016    B04957    113    239    198    19    7    FALSE
HS    4-cell    Image_04_191016    B04957    114    155    342    19    10    FALSE
HS    4-cell    Image_04_191016    B04957    115    54    343    17    6    FALSE
HS    4-cell    Image_04_191016    B04957    116    401    404    19    7    FALSE
HS    4-cell    Image_04_191016    B04957    117    150    461    16    5    FALSE
HS    4-cell    Image_04_191016    B04957    118    351    567    20    19    FALSE
HS    4-cell    Image_04_191016    B04957    119    178    581    19    12    TRUE
HS    4-cell    Image_04_191016    B04957    120    191    320    20    7    FALSE
HS    4-cell    Image_04_191016    B04957    121    71    337    18    5    FALSE
HS    4-cell    Image_04_191016    B04957    122    238    414    19    5    FALSE
HS    4-cell    Image_04_191016    B04957    123    214    550    20    7    TRUE
HS    4-cell    Image_04_191016    B04957    124    65    296    20    6    FALSE
HS    4-cell    Image_04_191016    set-3    1    177    615    20    10    TRUE
HS    4-cell    Image_04_191016    set-3    2    171    638    16    24    TRUE
HS    4-cell    Image_04_191016    set-3    3    349    355    16    6    FALSE
HS    4-cell    Image_04_191016    set-3    4    213    659    7    7    TRUE
HS    4-cell    Image_04_191016    set-3    5    311    181    10    5    FALSE
HS    4-cell    Image_04_191016    set-3    6    180    595    8    6    TRUE
HS    4-cell    Image_04_191016    set-3    7    255    639    9    9    TRUE
HS    4-cell    Image_04_191016    set-3    8    79    260    10    6    FALSE
HS    4-cell    Image_04_191016    set-3    9    277    615    16    11    TRUE
HS    4-cell    Image_04_191016    set-3    10    65    301    16    5    FALSE
HS    4-cell    Image_04_191016    set-3    11    266    450    17    8    FALSE
HS    4-cell    Image_04_191016    set-3    12    232    653    16    7    TRUE
HS    4-cell    Image_04_191016    set-3    13    247    538    20    6    TRUE
HS    4-cell    Image_04_191016    set-3    14    229    434    17    5    FALSE
HS    4-cell    Image_04_191016    set-3    15    56    331    20    8    FALSE
HS    4-cell    Image_04_191016    set-3    16    226    144    21    5    FALSE
HS    4-cell    Image_07_191016    B04957    1    138    383    30    5    TRUE
HS    4-cell    Image_07_191016    B04957    2    148    231    6    7    FALSE
HS    4-cell    Image_07_191016    B04957    3    163    182    6    6    FALSE
HS    4-cell    Image_07_191016    B04957    4    274    310    9    5    FALSE
HS    4-cell    Image_07_191016    B04957    5    320    279    19    18    FALSE
HS    4-cell    Image_07_191016    B04957    6    365    337    6    5    FALSE
HS    4-cell    Image_07_191016    B04957    7    75    343    8    22    TRUE
HS    4-cell    Image_07_191016    B04957    8    107    388    12    6    TRUE
HS    4-cell    Image_07_191016    B04957    9    158    401    6    7    FALSE
HS    4-cell    Image_07_191016    B04957    10    161    201    6    6    FALSE
HS    4-cell    Image_07_191016    B04957    11    218    362    7    7    FALSE
HS    4-cell    Image_07_191016    B04957    12    211    195    8    9    FALSE
HS    4-cell    Image_07_191016    B04957    13    425    237    8    5    FALSE
HS    4-cell    Image_07_191016    B04957    14    85    287    8    5    FALSE
HS    4-cell    Image_07_191016    B04957    15    228    376    9    5    FALSE
HS    4-cell    Image_07_191016    B04957    16    165    265    8    5    FALSE
HS    4-cell    Image_07_191016    B04957    17    88    414    12    9    TRUE
HS    4-cell    Image_07_191016    B04957    18    90    418    21    6    TRUE
HS    4-cell    Image_07_191016    B04957    19    271    264    16    5    FALSE
HS    4-cell    Image_07_191016    B04957    20    88    192    12    6    FALSE
HS    4-cell    Image_07_191016    B04957    21    241    279    11    6    FALSE
HS    4-cell    Image_07_191016    B04957    22    237    297    24    8    FALSE
HS    4-cell    Image_07_191016    B04957    23    285    336    11    5    FALSE
HS    4-cell    Image_07_191016    B04957    24    179    356    12    5    TRUE
HS    4-cell    Image_07_191016    B04957    25    301    154    14    9    FALSE
HS    4-cell    Image_07_191016    B04957    26    37    303    12    5    TRUE
HS    4-cell    Image_07_191016    B04957    27    123    416    14    7    TRUE
HS    4-cell    Image_07_191016    B04957    28    291    257    16    7    FALSE
HS    4-cell    Image_07_191016    B04957    29    273    392    15    6    FALSE
HS    4-cell    Image_07_191016    B04957    30    252    356    15    7    FALSE
HS    4-cell    Image_07_191016    B04957    31    446    189    17    7    FALSE
HS    4-cell    Image_07_191016    B04957    32    352    244    17    5    FALSE
HS    4-cell    Image_07_191016    B04957    33    134    299    20    6    FALSE
HS    4-cell    Image_07_191016    B04957    34    149    276    24    12    FALSE
HS    4-cell    Image_07_191016    B04957    35    39    372    21    5    TRUE
HS    4-cell    Image_07_191016    B04957    36    41    326    22    5    FALSE
HS    4-cell    Image_07_191016    B04957    37    392    224    24    7    FALSE
HS    4-cell    Image_07_191016    B04957    38    278    257    23    5    FALSE
HS    4-cell    Image_07_191016    B04957    39    158    348    24    7    TRUE
HS    4-cell    Image_07_191016    B04957    40    298    229    28    8    FALSE
HS    4-cell    Image_07_191016    B04957    41    80    296    25    6    TRUE
HS    4-cell    Image_07_191016    B04957    42    97    407    28    13    TRUE
HS    4-cell    Image_07_191016    B04957    43    171    145    28    9    FALSE
HS    4-cell    Image_07_191016    B04957    44    203    181    29    7    FALSE
HS    4-cell    Image_07_191016    B04957    45    234    364    27    7    FALSE
HS    4-cell    Image_07_191016    B04957    46    198    373    29    5    FALSE
HS    4-cell    Image_07_191016    B04957    47    332    284    32    6    FALSE
HS    4-cell    Image_07_191016    set-3    1    258    262    20    6    FALSE
HS    4-cell    Image_07_191016    set-3    2    65    303    8    5    TRUE
HS    4-cell    Image_07_191016    set-3    3    75    344    9    7    TRUE
HS    4-cell    Image_07_191016    set-3    4    87    289    11    5    FALSE
HS    4-cell    Image_07_191016    set-3    5    302    365    9    5    FALSE
HS    4-cell    Image_07_191016    set-3    6    113    384    13    5    TRUE
HS    4-cell    Image_07_191016    set-3    7    64    328    17    5    TRUE
HS    4-cell    Image_07_191016    set-3    8    79    296    25    5    TRUE
HS    4-cell    Image_07_191016    set-3    9    38    324    23    7    TRUE
HS    4-cell    Image_07_191016    set-3    10    175    394    22    5    TRUE
HS    4-cell    Image_07_191016    set-3    11    106    278    28    12    TRUE
HS    4-cell    Image_07_191016    set-3    12    116    364    30    6    TRUE
HS    4-cell    Image_09_191028    B04957    1    70    139    14    42    FALSE
HS    4-cell    Image_09_191028    B04957    2    109    245    14    11    FALSE
HS    4-cell    Image_09_191028    B04957    3    121    228    12    22    FALSE
HS    4-cell    Image_09_191028    B04957    4    132    238    35    6    FALSE
HS    4-cell    Image_09_191028    B04957    5    140    314    11    8    TRUE
HS    4-cell    Image_09_191028    B04957    6    181    189    14    15    FALSE
HS    4-cell    Image_09_191028    B04957    7    206    293    32    10    FALSE
HS    4-cell    Image_09_191028    B04957    8    226    183    32    9    FALSE
HS    4-cell    Image_09_191028    B04957    9    260    394    9    11    TRUE
HS    4-cell    Image_09_191028    B04957    10    267    122    8    7    FALSE
HS    4-cell    Image_09_191028    B04957    11    323    383    13    6    TRUE
HS    4-cell    Image_09_191028    B04957    12    374    324    12    13    FALSE
HS    4-cell    Image_09_191028    B04957    13    413    302    20    5    TRUE
HS    4-cell    Image_09_191028    B04957    14    417    316    12    6    FALSE
HS    4-cell    Image_09_191028    B04957    15    426    333    13    32    TRUE
HS    4-cell    Image_09_191028    B04957    16    466    359    36    5    TRUE
HS    4-cell    Image_09_191028    B04957    17    476    401    9    10    TRUE
HS    4-cell    Image_09_191028    B04957    18    483    304    21    11    TRUE
HS    4-cell    Image_09_191028    B04957    19    493    343    28    24    TRUE
HS    4-cell    Image_09_191028    B04957    20    176    292    7    5    FALSE
HS    4-cell    Image_09_191028    B04957    21    167    307    6    7    FALSE
HS    4-cell    Image_09_191028    B04957    22    220    333    8    13    TRUE
HS    4-cell    Image_09_191028    B04957    23    216    346    9    11    TRUE
HS    4-cell    Image_09_191028    B04957    24    207    367    14    7    TRUE
HS    4-cell    Image_09_191028    B04957    25    457    376    9    16    TRUE
HS    4-cell    Image_09_191028    B04957    26    283    415    11    22    TRUE
HS    4-cell    Image_09_191028    B04957    27    206    158    9    10    FALSE
HS    4-cell    Image_09_191028    B04957    28    288    208    8    5    FALSE
HS    4-cell    Image_09_191028    B04957    29    191    285    9    12    TRUE
HS    4-cell    Image_09_191028    B04957    30    373    342    8    5    FALSE
HS    4-cell    Image_09_191028    B04957    31    375    344    19    5    FALSE
HS    4-cell    Image_09_191028    B04957    32    239    380    8    7    TRUE
HS    4-cell    Image_09_191028    B04957    33    173    106    10    13    FALSE
HS    4-cell    Image_09_191028    B04957    34    163    133    9    6    FALSE
HS    4-cell    Image_09_191028    B04957    35    278    258    10    9    FALSE
HS    4-cell    Image_09_191028    B04957    36    390    271    8    8    FALSE
HS    4-cell    Image_09_191028    B04957    37    212    306    10    12    TRUE
HS    4-cell    Image_09_191028    B04957    38    316    349    16    8    TRUE
HS    4-cell    Image_09_191028    B04957    39    464    306    11    10    TRUE
HS    4-cell    Image_09_191028    B04957    40    397    445    13    16    TRUE
HS    4-cell    Image_09_191028    B04957    41    275    142    11    5    FALSE
HS    4-cell    Image_09_191028    B04957    42    251    295    10    5    TRUE
HS    4-cell    Image_09_191028    B04957    43    312    416    11    9    TRUE
HS    4-cell    Image_09_191028    B04957    44    406    395    11    5    TRUE
HS    4-cell    Image_09_191028    B04957    45    285    141    12    4    FALSE
HS    4-cell    Image_09_191028    B04957    46    91    196    12    7    FALSE
HS    4-cell    Image_09_191028    B04957    47    279    222    15    7    FALSE
HS    4-cell    Image_09_191028    B04957    48    96    260    12    5    FALSE
HS    4-cell    Image_09_191028    B04957    49    200    303    16    11    TRUE
HS    4-cell    Image_09_191028    B04957    50    119    93    14    5    FALSE
HS    4-cell    Image_09_191028    B04957    51    184    136    19    10    FALSE
